"업체명","적용지역","광역지역","상위지역","하위지역","대표역","대표역주소","위치표시","주소표시","역거리km","역사용여부","계산상가까운역"
"한국미인테라피","경기","경기","성남시-분당구","판교동","판교역","경기도 성남시 분당구 판교역로 160","판교역 인근","경기도 성남시 분당구 판교역로 160","1.23","Y","판교역"
"한국미인테라피","경기","경기","성남시-수정구","고등동","모란역","경기도 성남시 중원구 성남대로 지하 1147(성남동 1575)","모란역 인근","경기도 성남시 중원구 성남대로 지하 1147(성남동 1575)","2.93","Y","모란역"
"한국미인테라피","경기","경기","성남시-수정구","단대동","남한산성입구역","경기도 성남시 수정구 산성대로 지하445(단대동)","남한산성입구역 인근","경기도 성남시 수정구 산성대로 지하445(단대동)","0.41","Y","남한산성입구역"
"한국미인테라피","경기","경기","성남시-수정구","복정동","남위례역","경기도 성남시 수정구 공원로 601(복정동)","남위례역 인근","경기도 성남시 수정구 공원로 601(복정동)","0.66","Y","남위례역"
"한국미인테라피","경기","경기","성남시-수정구","산성동","산성역","경기도 성남시 수정구 수정로 지하365(신흥동)","산성역 인근","경기도 성남시 수정구 수정로 지하365(신흥동)","0.29","Y","산성역"
"한국미인테라피","경기","경기","성남시-수정구","수진동","태평역","경기도 성남시 수정구 성남대로 지하 1229번지","태평역 인근","경기도 성남시 수정구 성남대로 지하 1229번지","0.19","Y","태평역"
"한국미인테라피","경기","경기","성남시-수정구","시흥동","야탑역","경기도 성남시 성남대로 지하 903(야탑동 688-1)","야탑역 인근","경기도 성남시 성남대로 지하 903(야탑동 688-1)","2.52","Y","야탑역"
"한국미인테라피","경기","경기","성남시-수정구","신촌동","가천대역","경기도 성남시 수정구 성남대로 1332","가천대역 인근","경기도 성남시 수정구 성남대로 1332","1.93","Y","가천대역"
"한국미인테라피","경기","경기","성남시-수정구","신흥동","신흥역","경기도 성남시 수정구 산성대로 지하280(신흥동)","신흥역 인근","경기도 성남시 수정구 산성대로 지하280(신흥동)","0.64","Y","신흥역"
"한국미인테라피","경기","경기","성남시-수정구","양지동","남한산성입구역","경기도 성남시 수정구 산성대로 지하445(단대동)","남한산성입구역 인근","경기도 성남시 수정구 산성대로 지하445(단대동)","1.10","Y","남한산성입구역"
"한국미인테라피","경기","경기","성남시-수정구","위례동","","","위례동 중심","경기 성남시 수정구 위례동","","N",""
"한국미인테라피","경기","경기","성남시-수정구","태평동","가천대역","경기도 성남시 수정구 성남대로 1332","가천대역 인근","경기도 성남시 수정구 성남대로 1332","0.53","Y","가천대역"
"한국미인테라피","경기","경기","성남시-중원구","금광동","남한산성입구역","경기도 성남시 수정구 산성대로 지하445(단대동)","남한산성입구역 인근","경기도 성남시 수정구 산성대로 지하445(단대동)","0.86","Y","남한산성입구역"
"한국미인테라피","경기","경기","성남시-중원구","도촌동","야탑역","경기도 성남시 성남대로 지하 903(야탑동 688-1)","야탑역 인근","경기도 성남시 성남대로 지하 903(야탑동 688-1)","2.56","Y","야탑역"
"한국미인테라피","경기","경기","성남시-중원구","상대원동","단대오거리역","경기도 성남시 수정구 산성대로 지하365(신흥동)","단대오거리역 인근","경기도 성남시 수정구 산성대로 지하365(신흥동)","1.56","Y","단대오거리역"
"한국미인테라피","경기","경기","성남시-중원구","성남동","모란역","경기도 성남시 중원구 성남대로 지하 1147(성남동 1575)","모란역 인근","경기도 성남시 중원구 성남대로 지하 1147(성남동 1575)","0.43","Y","모란역"
"한국미인테라피","경기","경기","성남시-중원구","은행동","남한산성입구역","경기도 성남시 수정구 산성대로 지하445(단대동)","남한산성입구역 인근","경기도 성남시 수정구 산성대로 지하445(단대동)","1.07","Y","남한산성입구역"
"한국미인테라피","경기","경기","성남시-중원구","중앙동","신흥역","경기도 성남시 수정구 산성대로 지하280(신흥동)","신흥역 인근","경기도 성남시 수정구 산성대로 지하280(신흥동)","0.49","Y","신흥역"
"한국미인테라피","경기","경기","성남시-중원구","하대원동","수진역","경기도 성남시 수정구 산성대로 지하200(수진동)","수진역 인근","경기도 성남시 수정구 산성대로 지하200(수진동)","1.07","Y","수진역"
"한국미인테라피","경기","경기","수원시-권선구","곡선동","매탄권선역","경기도 수원시 영통구 권선로 841","매탄권선역 인근","경기도 수원시 영통구 권선로 841","1.21","Y","매탄권선역"
"한국미인테라피","경기","경기","수원시-권선구","구운동","화서역","경기도 수원시 팔달구 덕영대로 692","화서역 인근","경기도 수원시 팔달구 덕영대로 692","1.50","Y","화서역"
"한국미인테라피","경기","경기","수원시-권선구","권선동","매탄권선역","경기도 수원시 영통구 권선로 841","매탄권선역 인근","경기도 수원시 영통구 권선로 841","0.91","Y","매탄권선역"
"한국미인테라피","경기","경기","수원시-권선구","금곡동","성균관대역","경기도 수원시 장안구 서부로 2149","성균관대역 인근","경기도 수원시 장안구 서부로 2149","3.47","Y","성균관대역"
"한국미인테라피","경기","경기","수원시-권선구","서둔동","화서역","경기도 수원시 팔달구 덕영대로 692","화서역 인근","경기도 수원시 팔달구 덕영대로 692","1.32","Y","화서역"
"한국미인테라피","경기","경기","수원시-권선구","세류동","매교역","경기도 수원시 팔달구 효원로 126","매교역 인근","경기도 수원시 팔달구 효원로 126","0.97","Y","매교역"
"한국미인테라피","경기","경기","수원시-권선구","입북동","성균관대역","경기도 수원시 장안구 서부로 2149","성균관대역 인근","경기도 수원시 장안구 서부로 2149","1.38","Y","성균관대역"
"한국미인테라피","경기","경기","수원시-권선구","평동","고색역","경기도 수원시 권선구 매송고색로 지하690(고색동)","고색역 인근","경기도 수원시 권선구 매송고색로 지하690(고색동)","1.20","Y","고색역"
"한국미인테라피","경기","경기","수원시-권선구","호매실동","오목천역","경기도 수원시 권선구 삼천병마로 1576(오목천동)","오목천역 인근","경기도 수원시 권선구 삼천병마로 1576(오목천동)","2.66","Y","오목천역"
"한국미인테라피","경기","경기","수원시-영통구","광교동","광교중앙역","경기도 수원시 영통구 도청로 지하45","광교중앙역 인근","경기도 수원시 영통구 도청로 지하45","0.39","Y","광교중앙역"
"한국미인테라피","경기","경기","수원시-영통구","망포동","망포역","경기도 수원시 영통구 봉영로 지하 1520","망포역 인근","경기도 수원시 영통구 봉영로 지하 1520","0.93","Y","망포역"
"한국미인테라피","경기","경기","수원시-영통구","매탄동","수원시청역","경기도 수원시 권선구 효원로 270","수원시청역 인근","경기도 수원시 권선구 효원로 270","1.53","Y","수원시청역"
"한국미인테라피","경기","경기","수원시-영통구","영통동","청명역","경기도 수원시 영통구 봉영로 지하 1670","청명역 인근","경기도 수원시 영통구 봉영로 지하 1670","0.58","Y","청명역"
"한국미인테라피","경기","경기","수원시-영통구","원천동","광교중앙역","경기도 수원시 영통구 도청로 지하45","광교중앙역 인근","경기도 수원시 영통구 도청로 지하45","1.68","Y","광교중앙역"
"한국미인테라피","경기","경기","수원시-장안구","송죽동","화서역","경기도 수원시 팔달구 덕영대로 692","화서역 인근","경기도 수원시 팔달구 덕영대로 692","2.37","Y","화서역"
"한국미인테라피","경기","경기","수원시-장안구","연무동","광교역","경기도 수원시 영통구 대학로 55 신분당선 광교역","광교역 인근","경기도 수원시 영통구 대학로 55 신분당선 광교역","1.91","Y","광교역"
"한국미인테라피","경기","경기","수원시-장안구","영화동","화서역","경기도 수원시 팔달구 덕영대로 692","화서역 인근","경기도 수원시 팔달구 덕영대로 692","2.34","Y","화서역"
"한국미인테라피","경기","경기","수원시-장안구","율천동","성균관대역","경기도 수원시 장안구 서부로 2149","성균관대역 인근","경기도 수원시 장안구 서부로 2149","0.29","Y","성균관대역"
"한국미인테라피","경기","경기","수원시-장안구","정자동","화서역","경기도 수원시 팔달구 덕영대로 692","화서역 인근","경기도 수원시 팔달구 덕영대로 692","1.43","Y","화서역"
"한국미인테라피","경기","경기","수원시-장안구","조원동","광교역","경기도 수원시 영통구 대학로 55 신분당선 광교역","광교역 인근","경기도 수원시 영통구 대학로 55 신분당선 광교역","2.90","Y","광교역"
"한국미인테라피","경기","경기","수원시-장안구","파장동","성균관대역","경기도 수원시 장안구 서부로 2149","성균관대역 인근","경기도 수원시 장안구 서부로 2149","2.48","Y","성균관대역"
"한국미인테라피","경기","경기","수원시-팔달구","고등동","수원역","경기도 수원시 팔달구 덕영대로 944","수원역 인근","경기도 수원시 팔달구 덕영대로 944","0.86","Y","수원역"
"한국미인테라피","경기","경기","수원시-팔달구","매교동","매교역","경기도 수원시 팔달구 효원로 126","매교역 인근","경기도 수원시 팔달구 효원로 126","0.28","Y","매교역"
"한국미인테라피","경기","경기","수원시-팔달구","매산동","","","매산동 중심","경기 수원시 팔달구 매산동","","N",""
"한국미인테라피","경기","경기","수원시-팔달구","우만동","광교중앙역","경기도 수원시 영통구 도청로 지하45","광교중앙역 인근","경기도 수원시 영통구 도청로 지하45","1.80","Y","광교중앙역"
"한국미인테라피","경기","경기","수원시-팔달구","인계동","수원시청역","경기도 수원시 권선구 효원로 270","수원시청역 인근","경기도 수원시 권선구 효원로 270","0.71","Y","수원시청역"
